signature_name,classification,source_type,source_id,risk,redacted_to_safe_routing,reason,recommended_action,files_present,htm_path,source_file
Mercury CRM Email Template 32 - New Project Discussion (Sent to Customer Contacts),useful-after-polish,crm-email-template,32,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 32 - New Project Discussion (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 320 - Forgot Password chinese,archive/do-not-use,crm-email-template,320,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 320 - Forgot Password chinese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 322 - Set New Password chinese,archive/do-not-use,crm-email-template,322,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 322 - Set New Password chinese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 323 - Forgot Password chinese,archive/do-not-use,crm-email-template,323,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 323 - Forgot Password chinese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 33 - New Project File(s) Uploaded (Sent to Customer Contacts),useful-after-polish,crm-email-template,33,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 33 - New Project File(s) Uploaded (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 34 - New Project File(s) Uploaded (Sent to Project Members),useful-after-polish,crm-email-template,34,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 34 - New Project File(s) Uploaded (Sent to Project Members).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 35 - New Discussion Comment (Sent to Customer Contacts),useful-after-polish,crm-email-template,35,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 35 - New Discussion Comment (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 36 - New Discussion Comment (Sent to Project Members),useful-after-polish,crm-email-template,36,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 36 - New Discussion Comment (Sent to Project Members).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 37 - Staff Added as Project Member,useful-after-polish,crm-email-template,37,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 37 - Staff Added as Project Member.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 38 - Estimate Expiration Reminder,archive/do-not-use,crm-email-template,38,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 38 - Estimate Expiration Reminder.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 39 - Proposal Expiration Reminder,archive/do-not-use,crm-email-template,39,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 39 - Proposal Expiration Reminder.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 4 - Ticket Reply (Sent to Customer),useful-after-polish,crm-email-template,4,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 4 - Ticket Reply (Sent to Customer).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 40 - New Staff Created (Welcome Email),archive/do-not-use,crm-email-template,40,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 40 - New Staff Created (Welcome Email).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 41 - Forgot Password,archive/do-not-use,crm-email-template,41,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 41 - Forgot Password.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 413 - Forgot Password czech,archive/do-not-use,crm-email-template,413,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 413 - Forgot Password czech.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 415 - Set New Password czech,archive/do-not-use,crm-email-template,415,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 415 - Set New Password czech.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 416 - Forgot Password czech,archive/do-not-use,crm-email-template,416,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 416 - Forgot Password czech.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 42 - Password Reset - Confirmation,archive/do-not-use,crm-email-template,42,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 42 - Password Reset - Confirmation.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 43 - Set New Password,archive/do-not-use,crm-email-template,43,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 43 - Set New Password.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 44 - Forgot Password,archive/do-not-use,crm-email-template,44,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 44 - Forgot Password.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 45 - Password Reset - Confirmation,archive/do-not-use,crm-email-template,45,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 45 - Password Reset - Confirmation.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 46 - New Project Created (Sent to Customer Contacts),restricted-routing-only,crm-email-template,46,restricted-safe-routing,False,Old CRM template touched restricted subject matter and was redacted to safe portal/escalation language.,Use only as source context; prefer IDs 119-136 or Aurora-safe pack.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 46 - New Project Created (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 47 - New Attachment(s) on Task (Sent to Customer Contacts),archive/do-not-use,crm-email-template,47,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 47 - New Attachment(s) on Task (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 48 - New Comment on Task (Sent to Customer Contacts),archive/do-not-use,crm-email-template,48,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 48 - New Comment on Task (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 49 - New Lead Assigned to Staff Member,archive/do-not-use,crm-email-template,49,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 49 - New Lead Assigned to Staff Member.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 5 - New Ticket Opened - Autoresponse,archive/do-not-use,crm-email-template,5,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 5 - New Ticket Opened - Autoresponse.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 50 - Statement - Account Summary,restricted-routing-only,crm-email-template,50,restricted-safe-routing,False,Old CRM template touched restricted subject matter and was redacted to safe portal/escalation language.,Use only as source context; prefer IDs 119-136 or Aurora-safe pack.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 50 - Statement - Account Summary.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 506 - Forgot Password dutch,archive/do-not-use,crm-email-template,506,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 506 - Forgot Password dutch.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 508 - Set New Password dutch,archive/do-not-use,crm-email-template,508,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 508 - Set New Password dutch.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 509 - Forgot Password dutch,archive/do-not-use,crm-email-template,509,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 509 - Forgot Password dutch.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 51 - New Ticket Assigned (Sent to Staff),archive/do-not-use,crm-email-template,51,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 51 - New Ticket Assigned (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 52 - New Customer Registration (Sent to admins),useful-after-polish,crm-email-template,52,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 52 - New Customer Registration (Sent to admins).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 53 - Web to lead form submitted - Sent to lead,useful-after-polish,crm-email-template,53,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 53 - Web to lead form submitted - Sent to lead.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 54 - Two Factor Authentication,useful-after-polish,crm-email-template,54,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 54 - Two Factor Authentication.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 55 - Project Marked as Finished (Sent to Customer Contacts),useful-after-polish,crm-email-template,55,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 55 - Project Marked as Finished (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 56 - Send Credit Note To Email,useful-after-polish,crm-email-template,56,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 56 - Send Credit Note To Email.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 57 - Task Status Changed (Sent to Staff),archive/do-not-use,crm-email-template,57,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 57 - Task Status Changed (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 58 - Task Status Changed (Sent to Customer Contacts),archive/do-not-use,crm-email-template,58,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 58 - Task Status Changed (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 59 - Staff Reminder Email,archive/do-not-use,crm-email-template,59,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 59 - Staff Reminder Email.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 599 - Forgot Password finnish,archive/do-not-use,crm-email-template,599,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 599 - Forgot Password finnish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 6 - Invoice Payment Recorded (Sent to Customer),archive/do-not-use,crm-email-template,6,restricted-safe-routing,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 6 - Invoice Payment Recorded (Sent to Customer).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 60 - New Comment (Sent to Customer Contacts),useful-after-polish,crm-email-template,60,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 60 - New Comment (Sent to Customer Contacts).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 601 - Set New Password finnish,archive/do-not-use,crm-email-template,601,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 601 - Set New Password finnish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 602 - Forgot Password finnish,archive/do-not-use,crm-email-template,602,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 602 - Forgot Password finnish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 61 - New Comment (Sent to Staff),archive/do-not-use,crm-email-template,61,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 61 - New Comment (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 62 - Send Subscription to Customer,useful-after-polish,crm-email-template,62,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 62 - Send Subscription to Customer.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 63 - Subscription Payment Failed,useful-after-polish,crm-email-template,63,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 63 - Subscription Payment Failed.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 64 - Subscription Canceled (Sent to customer primary contact),useful-after-polish,crm-email-template,64,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 64 - Subscription Canceled (Sent to customer primary contact).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 65 - Subscription Payment Succeeded (Sent to customer primary contact),useful-after-polish,crm-email-template,65,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 65 - Subscription Payment Succeeded (Sent to customer primary contact).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 66 - Contract Expiration Reminder (Sent to Staff),archive/do-not-use,crm-email-template,66,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 66 - Contract Expiration Reminder (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 67 - Removal Request From Contact (Sent to administrators),useful-after-polish,crm-email-template,67,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 67 - Removal Request From Contact (Sent to administrators).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 68 - Removal Request From Lead (Sent to administrators),useful-after-polish,crm-email-template,68,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 68 - Removal Request From Lead (Sent to administrators).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 69 - Customer Registration Confirmed,archive/do-not-use,crm-email-template,69,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 69 - Customer Registration Confirmed.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 692 - Forgot Password francais_canada,archive/do-not-use,crm-email-template,692,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 692 - Forgot Password francais_canada.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 694 - Set New Password francais_canada,archive/do-not-use,crm-email-template,694,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 694 - Set New Password francais_canada.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 695 - Forgot Password francais_canada,archive/do-not-use,crm-email-template,695,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 695 - Forgot Password francais_canada.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 7 - Invoice Overdue Notice,archive/do-not-use,crm-email-template,7,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 7 - Invoice Overdue Notice.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 70 - Contract Signed (Sent to Staff),archive/do-not-use,crm-email-template,70,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 70 - Contract Signed (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 71 - Customer Subscribed to a Subscription (Sent to administrators and subscription creator,useful-after-polish,crm-email-template,71,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 71 - Customer Subscribed to a Subscription (Sent to administrators and subscription creator.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
